aaer_release_to_party_fkey,aaer_release_fkey,raw_name,party_type_fkey,type,auditor_fkey,auditor_name,auditor_affiliate_fkey,aud_aff_name,cik,company_name,law_firm_fkey,law_firm_name
7811,1121,Ameriprime Funds,3,Entity,,,,,1000579,AMERIPRIME FUNDS,,
7814,955,American Tissue Inc,3,Entity,,,,,1095827,AMERICAN TISSUE INC,,
7819,954,Xerox Corp,3,Entity,,,,,108772,XEROX CORP,,
7828,953,General Re Corp,3,Entity,,,,,317745,GENERAL RE CORP,,
7829,953,"American International Group, Inc.",3,Entity,,,,,5272,"AMERICAN INTERNATIONAL GROUP, INC.",,
7833,952,Ramoil Management Ltd,3,Entity,,,,,811780,RAMOIL MANAGEMENT LTD,,
7838,950,Winstar Communications Inc,3,Entity,,,,,868797,WINSTAR COMMUNICATIONS INC,,
7839,950,Alcatel-lucent Usa Inc.,3,Entity,,,,,1006240,ALCATEL-LUCENT USA INC.,,
7848,949,Just For Feet Inc,3,Entity,,,,,918111,JUST FOR FEET INC,,
7851,956,Sight Resource Corp,3,Entity,,,,,895651,SIGHT RESOURCE CORP,,
7854,958,Sight Resource Corp,3,Entity,,,,,895651,SIGHT RESOURCE CORP,,
7859,960,Lattice Semiconductor Corp,3,Entity,,,,,855658,LATTICE SEMICONDUCTOR CORP,,
7863,961,Adelphia Communications Corp,3,Entity,,,,,796486,ADELPHIA COMMUNICATIONS CORP,,
7872,962,Adelphia Communications Corp,3,Entity,,,,,796486,ADELPHIA COMMUNICATIONS CORP,,
7877,964,Dgt Holdings Corp.,3,Entity,,,,,27748,DGT Holdings Corp.,,
7886,965,Impath Inc,3,Entity,,,,,1003114,IMPATH INC,,
7894,948,Intercallnet Inc,3,Entity,,,,,1112987,INTERCALLNET INC,,
7905,946,Royal Ahold Delhaize,3,Entity,,,,,869425,Royal Ahold Delhaize,,
7906,946,Us Foodservice,3,Entity,,,,,928395,US FOODSERVICE/MD/,,
7913,944,Just For Feet Inc,3,Entity,,,,,918111,JUST FOR FEET INC,,
7915,943,M & A West Inc,3,Entity,,,,,1025844,M & A WEST INC,,
7922,942,Patterson Uti Energy Inc,3,Entity,,,,,889900,PATTERSON UTI ENERGY INC,,
7925,941,American Tissue Inc,3,Entity,,,,,1095827,AMERICAN TISSUE INC,,
7929,940,Versatility Inc,3,Entity,,,,,1023393,VERSATILITY INC,,
7931,938,Apollo Resources International Inc,3,Entity,,,,,1048237,APOLLO RESOURCES INTERNATIONAL INC,,
7935,937,Xerox Corp,3,Entity,,,,,108772,XEROX CORP,,
7944,934,"Axion International Holdings, Inc.",3,Entity,,,,,753048,"AXION INTERNATIONAL HOLDINGS, INC.",,
7947,933,Esafetyworld Inc,3,Entity,,,,,1094012,ESAFETYWORLD INC,,
7955,931,Bellsouth Telecommunications Inc,3,Entity,,,,,92088,BELLSOUTH TELECOMMUNICATIONS INC,,
7956,931,Alcatel-lucent Usa Inc.,3,Entity,,,,,1006240,ALCATEL-LUCENT USA INC.,,
7966,929,Sport Haley Inc,3,Entity,,,,,892653,SPORT HALEY INC,,
7968,966,Penn Traffic Co,3,Entity,,,,,77155,PENN TRAFFIC CO,,
7974,967,Metropolitan Mortgage & Securities Co Inc,3,Entity,,,,,65384,METROPOLITAN MORTGAGE & SECURITIES CO INC,,
7975,967,Trillium Corp,3,Entity,,,,,717702,TRILLIUM CORP,,
7983,968,Cornerstone Propane Partners Lp,3,Entity,,,,,1024338,CORNERSTONE PROPANE PARTNERS LP,,
7986,969,Bio One Corp,3,Entity,,,,,1062431,BIO ONE CORP,,
7993,1281,Applix Inc,3,Entity,,,,,932112,APPLIX INC /MA/,,
7998,1279,Chancellor Corp,3,Entity,,,,,724051,CHANCELLOR CORP,,
8004,1277,Just For Feet Inc,3,Entity,,,,,918111,JUST FOR FEET INC,,
8005,1277,"Nike, Inc.",3,Entity,,,,,320187,"NIKE, Inc.",,
8014,1275,"Rocky Mountain Securities & Investments, Inc",3,Entity,,,,,318383,"ROCKY MOUNTAIN SECURITIES & INVESTMENTS, INC.",,
8016,1274,Health Risk Management Inc,3,Entity,,,,,869486,HEALTH RISK MANAGEMENT INC /MN/,,
8022,1273,General Re Corp,3,Entity,,,,,317745,GENERAL RE CORP,,
8029,1271,General Re Corp,3,Entity,,,,,317745,GENERAL RE CORP,,
8033,1270,Waste Management Inc,3,Entity,,,,,823768,WASTE MANAGEMENT INC,,
8035,1269,Gemstar Tv Guide International Inc,3,Entity,,,,,923282,GEMSTAR TV GUIDE INTERNATIONAL INC,,
8037,1268,Aerosonic Corp,3,Entity,,,,,109471,AEROSONIC CORP /DE/,,
8041,1267,Us Foodservice,3,Entity,,,,,928395,US FOODSERVICE/MD/,,
8042,1267,Royal Ahold Delhaize,3,Entity,,,,,869425,Royal Ahold Delhaize,,
8045,1266,Esafetyworld Inc,3,Entity,,,,,1094012,ESAFETYWORLD INC,,
8047,1265,Paracelsus Healthcare Corp,3,Entity,,,,,758722,PARACELSUS HEALTHCARE CORP,,
8051,1264,Xerox Corp,3,Entity,,,,,108772,XEROX CORP,,
8054,1263,Xerox Corp,3,Entity,,,,,108772,XEROX CORP,,
8057,1262,Symbol Technologies Inc,3,Entity,,,,,278352,SYMBOL TECHNOLOGIES INC,,
8062,1260,"Netease, Inc.",3,Entity,,,,,1110646,"NetEase, Inc.",,
8064,1259,"Netease, Inc.",3,Entity,,,,,1110646,"NetEase, Inc.",,
8066,1258,Sun Communities Inc,3,Entity,,,,,912593,SUN COMMUNITIES INC,,
8067,1258,Sun Communities Operating Limited Partnership,3,Entity,,,,,917224,SUN COMMUNITIES OPERATING LIMITED PARTNERSHIP,,
8068,1258,Champion Enterprises Inc,3,Entity,,,,,814068,CHAMPION ENTERPRISES INC,,
8075,1257,Champion Enterprises Inc,3,Entity,,,,,814068,CHAMPION ENTERPRISES INC,,
8083,1256,Sun Communities Inc,3,Entity,,,,,912593,SUN COMMUNITIES INC,,
8084,1256,Sun Communities Operating Limited Partnership,3,Entity,,,,,917224,SUN COMMUNITIES OPERATING LIMITED PARTNERSHIP,,
8088,1255,Gemstar Tv Guide International Inc,3,Entity,,,,,923282,GEMSTAR TV GUIDE INTERNATIONAL INC,,
8090,1254,Xerox Corp,3,Entity,,,,,108772,XEROX CORP,,
8093,1253,Xerox Corp,3,Entity,,,,,108772,XEROX CORP,,
8096,1252,Symbol Technologies Inc,3,Entity,,,,,278352,SYMBOL TECHNOLOGIES INC,,
8101,1251,Aerosonic Corp,3,Entity,,,,,109471,AEROSONIC CORP /DE/,,
8105,1250,Winners Internet Network Inc,3,Entity,,,,,1045181,WINNERS INTERNET NETWORK INC,,
8108,1249,Calamp Corp.,3,Entity,,,,,730255,CalAmp Corp.,,
8110,1248,Ebt International Inc,3,Entity,,,,,917471,EBT INTERNATIONAL INC,,
8112,1247,Ebt International Inc,3,Entity,,,,,917471,EBT INTERNATIONAL INC,,
8114,1246,Xerox Corp,3,Entity,,,,,108772,XEROX CORP,,
8119,1153,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
8120,1153,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
8125,1154,Mci Inc,3,Entity,,,,,723527,MCI INC,,
8129,1155,Pbsj Corp /fl/,3,Entity,,,,,1117414,PBSJ CORP /FL/,,
8131,1156,Excelligence Learning Corp,3,Entity,,,,,1130950,EXCELLIGENCE LEARNING CORP,,
8133,1157,Pbsj Corp /fl/,3,Entity,,,,,1117414,PBSJ CORP /FL/,,
8135,1158,Lantronix Inc,3,Entity,,,,,1114925,LANTRONIX INC,,
8146,1161,Renaissancere Holdings Ltd,3,Entity,,,,,913144,RENAISSANCERE HOLDINGS LTD,,
8150,1162,Sipex Corp,3,Entity,,,,,1007800,SIPEX CORP,,
8152,1163,Sourcecorp Inc,3,Entity,,,,,936931,SOURCECORP INC,,
8155,1164,Willbros Group Inc,3,Entity,,,,,895450,WILLBROS GROUP INC,,
8157,1165,Stansbury Holdings Corp,3,Entity,,,,,93566,STANSBURY HOLDINGS CORP,,
8159,1166,Daisytek International Corp /de/,3,Entity,,,,,887403,DAISYTEK INTERNATIONAL CORP /DE/,,
8161,1167,Bio One Corp,3,Entity,,,,,1062431,BIO ONE CORP,,
8166,1168,Point Blank Solutions Inc,3,Entity,,,,,899166,"POINT BLANK SOLUTIONS, INC.",,
8168,1169,Virbac Corp,3,Entity,,,,,922814,VIRBAC CORP,,
8171,1170,Endocare Inc,3,Entity,,,,,1003464,ENDOCARE INC,,
8178,1171,Ulticom Inc,3,Entity,,,,,1103184,"ULTICOM, INC",,
8179,1171,Comverse Technology Inc/ny/,3,Entity,,,,,803014,COMVERSE TECHNOLOGY INC/NY/,,
8185,1173,Lipper Holdings Llc,3,Entity,,,,,1056497,LIPPER HOLDINGS LLC,,
8186,1173,Lipper Convertibles L P/ny,3,Entity,,,,,1034537,LIPPER CONVERTIBLES L P/NY,,
8196,1174,Daisytek International Corp /de/,3,Entity,,,,,887403,DAISYTEK INTERNATIONAL CORP /DE/,,
8198,1175,Pedevco Corp,3,Entity,,,,,1141197,PEDEVCO CORP,,
8205,1176,Mci Inc,3,Entity,,,,,723527,MCI INC,,
8207,1177,Conseco Inc,3,Entity,,,,,719241,CONSECO INC,,
8208,1177,Conseco Finance Corp,3,Entity,,,,,890175,CONSECO FINANCE CORP,,
8211,1178,Conseco Inc,3,Entity,,,,,719241,CONSECO INC,,
8212,1178,Conseco Finance Corp,3,Entity,,,,,890175,CONSECO FINANCE CORP,,
8220,1180,Encompass Health Corp,3,Entity,,,,,785161,Encompass Health Corp,,
8222,1181,Structural Dynamics Research Corp /oh/,3,Entity,,,,,820235,STRUCTURAL DYNAMICS RESEARCH CORP /OH/,,
8224,1182,Encompass Health Corp,3,Entity,,,,,785161,Encompass Health Corp,,
8226,1183,Endocare Inc,3,Entity,,,,,1003464,ENDOCARE INC,,
8228,1184,Greentech Usa Inc,3,Entity,,,,,1079250,GREENTECH USA INC,,
8229,1184,Information Architects Corp,3,Entity,,,,,1018336,INFORMATION ARCHITECTS CORP,,
8230,1184,Tekron Inc,3,Entity,,,,,1106548,TEKRON INC,,
8233,1185,Conseco Inc,3,Entity,,,,,719241,CONSECO INC,,
8234,1185,Conseco Finance Corp,3,Entity,,,,,890175,CONSECO FINANCE CORP,,
8236,1186,Gemstar Tv Guide International Inc,3,Entity,,,,,923282,GEMSTAR TV GUIDE INTERNATIONAL INC,,
8237,1186,Tv Guide Inc,3,Entity,,,,,913061,TV GUIDE INC,,
8238,1186,Motorola Solutions Inc,3,Entity,,,,,68505,"Motorola Solutions, Inc.",,
8239,1186,Tribune Media Co,3,Entity,,,,,726513,TRIBUNE MEDIA CO,,
8246,1187,Abb Ltd,3,Entity,,,,,1091587,ABB LTD,,
8255,1190,Virbac Corp,3,Entity,,,,,922814,VIRBAC CORP,,
8267,1192,Virbac Corp,3,Entity,,,,,922814,VIRBAC CORP,,
8272,1193,Encompass Health Corp,3,Entity,,,,,785161,Encompass Health Corp,,
8277,1195,Powerlinx Inc,3,Entity,,,,,894536,POWERLINX INC,,
8280,1196,Powerlinx Inc,3,Entity,,,,,894536,POWERLINX INC,,
8290,1198,Scientific Atlanta Inc,3,Entity,,,,,87777,SCIENTIFIC ATLANTA INC,,
8291,1198,Adelphia Communications Corp,3,Entity,,,,,796486,ADELPHIA COMMUNICATIONS CORP,,
8293,1199,Scientific Atlanta Inc,3,Entity,,,,,87777,SCIENTIFIC ATLANTA INC,,
8294,1199,Adelphia Communications Corp,3,Entity,,,,,796486,ADELPHIA COMMUNICATIONS CORP,,
8296,1200,Adelphia Communications Corp,3,Entity,,,,,796486,ADELPHIA COMMUNICATIONS CORP,,
8302,971,Impath Inc,3,Entity,,,,,1003114,IMPATH INC,,
8304,972,Legato Systems Inc,3,Entity,,,,,859360,LEGATO SYSTEMS INC,,
8310,973,Fleming Companies Inc,3,Entity,,,,,352949,FLEMING COMPANIES INC /OK/,,
8312,974,Waste Management Inc,3,Entity,,,,,823768,WASTE MANAGEMENT INC,,
8314,975,Advanced Marketing Services Inc,3,Entity,,,,,814580,ADVANCED MARKETING SERVICES INC,,
8316,976,Legato Systems Inc,3,Entity,,,,,859360,LEGATO SYSTEMS INC,,
8317,976,Logicon Inc,3,Entity,,,,,311946,LOGICON INC /DE/,,
8319,977,Wrc Media Inc,3,Entity,,,,,1102329,WRC MEDIA INC,,
8322,979,Aureal Inc,3,Entity,,,,,892433,AUREAL INC,,
8324,980,Dgt Holdings Corp.,3,Entity,,,,,27748,DGT Holdings Corp.,,
8329,982,First American Health Concepts Inc,3,Entity,,,,,776997,FIRST AMERICAN HEALTH CONCEPTS INC,,
8331,983,Canal Corp,3,Entity,,,,,19731,CANAL Corp,,
8334,985,Kmart Corp,3,Entity,,,,,56824,KMART CORP,,
8335,985,Newell Brands Inc.,3,Entity,,,,,814453,NEWELL BRANDS INC.,,
8337,986,Kmart Corp,3,Entity,,,,,56824,KMART CORP,,
8338,986,Newell Brands Inc.,3,Entity,,,,,814453,NEWELL BRANDS INC.,,
8340,987,Kmart Corp,3,Entity,,,,,56824,KMART CORP,,
8341,987,Newell Brands Inc.,3,Entity,,,,,814453,NEWELL BRANDS INC.,,
8343,988,Kmart Corp,3,Entity,,,,,56824,KMART CORP,,
8344,988,Newell Brands Inc.,3,Entity,,,,,814453,NEWELL BRANDS INC.,,
8349,989,Waste Management Inc,3,Entity,,,,,823768,WASTE MANAGEMENT INC,,
8357,990,One Price Clothing Stores Inc,3,Entity,,,,,812446,ONE PRICE CLOTHING STORES INC,,
8359,991,Golden Bear Golf Inc,3,Entity,,,,,1016370,GOLDEN BEAR GOLF INC,,
8368,1029,AremisSoft Corporation,3,Entity,,,,,1311926,"SoftBrands, Inc.",,
8377,1030,Fischer Imaging Corp,3,Entity,,,,,750901,FISCHER IMAGING CORP,,
8381,1031,Ebt International Inc,3,Entity,,,,,917471,EBT INTERNATIONAL INC,,
8383,1032,Microstrategy Inc,3,Entity,,,,,1050446,MICROSTRATEGY Inc,,
8402,1036,"Charter Communications, Inc.",3,Entity,,,,,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",,
8406,1038,M & A West Inc,3,Entity,,,,,1025844,M & A WEST INC,,
8408,1039,National Equipment Services Inc,3,Entity,,,,,1051381,NATIONAL EQUIPMENT SERVICES INC,,
8410,1040,National Equipment Services Inc,3,Entity,,,,,1051381,NATIONAL EQUIPMENT SERVICES INC,,
8412,1041,Waste Management Inc,3,Entity,,,,,823768,WASTE MANAGEMENT INC,,
8417,1043,"Rexhall Industries, Inc.",3,Entity,,,,,850476,REXHALL INDUSTRIES INC,,
8421,1044,"Just for Feet, Inc.",3,Entity,,,,,918111,JUST FOR FEET INC,,
8424,1045,Adelphia Communications Corporation,3,Entity,,,,,796486,ADELPHIA COMMUNICATIONS CORP,,
8434,1046,Adelphia Communications Corp,3,Entity,,,,,796486,ADELPHIA COMMUNICATIONS CORP,,
8436,1047,Xerox Corp,3,Entity,,,,,108772,XEROX CORP,,
8439,1346,"MediaREADY, Inc.",3,Entity,,,,,1123493,China Logistics Group Inc,,
8440,1049,Raintree Healthcare Corp,3,Entity,,,,,1001769,RAINTREE HEALTHCARE CORP,,
8620,1217,Unified Funds,3,Entity,,,,,936888,UNIFIED FUNDS /IN,,
8445,1347,"Myriad Entertainment & Resorts, Inc.",3,Entity,,,,,1042501,"Myriad Entertainment & Resorts, Inc.",,
8464,1348,Diversified Historic Investments VI,3,Entity,,,,,828604,DIVERSIFIED HISTORIC INVESTORS VI,,
8467,1107,Royal Ahold Delhaize,3,Entity,,,,,869425,Royal Ahold Delhaize,,
8468,1107,U.S. Foodservice,3,Entity,,,,,928395,US FOODSERVICE/MD/,,
8470,1349,"Logan County BancShares, Inc.",3,Entity,,,,,760327,LOGAN COUNTY BANCSHARES INC,,
8474,1350,"SOYODO Group Holdings, Inc.",3,Entity,,,,,1103640,"OMPHALOS, CORP",,
8480,1351,"Toffee Sensations, Inc.",3,Entity,,,,,1164498,TOFFEE SENSATIONS INC,,
8482,1108,Royal Ahold Delhaize,3,Entity,,,,,869425,Royal Ahold Delhaize,,
8483,1108,U.S. Foodservice,3,Entity,,,,,928395,US FOODSERVICE/MD/,,
8486,1352,USCorp,3,Entity,,,,,873185,USCORP,,
8489,1353,AuGRID Corporation,3,Entity,,,,,1101752,AUGRID CORP,,
8493,1354,"The Furia Organization, Inc.",3,Entity,,,,,757563,CONVERSION SOLUTIONS HOLDINGS CORP.,,
8496,1374,"Ies Holdings, Inc.",3,Entity,,,,,1048268,"IES Holdings, Inc.",,
8502,1355,Sentry Builders Corp.,3,Entity,,,,,89005,SENTRY BUILDERS CORP,,
8511,1356,"SulphCo, Inc.",3,Entity,,,,,1096560,SULPHCO INC,,
8515,1357,Silver Bow Antique Aviation,3,Entity,,,,,1076891,CHINA HOLDINGS GROUP INC,,
8516,1357,"Animal Cloning Sciences, Inc.",3,Entity,,,,,915337,BANCORP ENERGY INC,,
8517,1357,Knickerbocker Capital Corporation,3,Entity,,,,,818806,KNICKERBOCKER CAPITAL CORP,,
8518,1357,"Asian Financial, Inc.",3,Entity,,,,,1086142,"DUOYUAN PRINTING, INC.",,
8519,1357,"Apex Capital Group, Inc.",3,Entity,,,,,1086141,APEX CAPITAL GROUP INC,,
8520,1357,"Woodstock Tree Farms, Inc.",3,Entity,,,,,1140868,WOODSTOCK TREE FARMS INC,,
8523,1358,Health Discovery Corporation,3,Entity,,,,,1141788,HEALTH DISCOVERY CORP,,
8525,1359,Unitronix Corporation,3,Entity,,,,,835270,UNITRONIX CORP,,
8529,1360,E’ Prime Aerospace Corporation,3,Entity,,,,,804152,E PRIME AEROSPACE CORP,,
8531,1361,"Renewal Fuels, Inc.",3,Entity,,,,,96664,"Renewal Fuels, Inc.",,
8535,1362,"eNucleus, Inc.",3,Entity,,,,,761034,"EC Development, Inc.",,
8537,1363,Commerce Group Corp.,3,Entity,,,,,109757,COMMERCE GROUP CORP /WI/,,
8544,1365,"Vital Health Technologies, Inc.",3,Entity,,,,,731446,"CARIBBEAN AMERICAN HEALTH RESORTS, INC. /VITAL HEALTH TECHNOLOGIES INC.",,
8547,1366,"MC Industrial Group, Inc.",3,Entity,,,,,1267760,"MC INDUSTRIAL GROUP, INC.",,
8551,1367,The Flamemaster Corporation,3,Entity,,,,,37358,FLAMEMASTER CORP,,
8554,1368,"Meridian Holdings, Inc.",3,Entity,,,,,1071758,MERIDIAN HOLDINGS INC,,
8555,1368,"InterCare DX, Inc.",3,Entity,,,,,1103310,INTERCARE DX INC,,
8556,1368,"Safe Travel Care, Inc.",3,Entity,,,,,1080398,"Titan Energy Worldwide, Inc.",,
8559,1147,RenaissanceRe Holdings Ltd.,3,Entity,,,,,913144,RENAISSANCERE HOLDINGS LTD,,
8561,1148,"Health Risk Management, Inc.",3,Entity,,,,,869486,HEALTH RISK MANAGEMENT INC /MN/,,
8563,1149,"Comverse Technology, Inc.",3,Entity,,,,,803014,COMVERSE TECHNOLOGY INC/NY/,,
8565,1150,"Cornerstone Propane Partners, L.P.",3,Entity,,,,,1024338,CORNERSTONE PROPANE PARTNERS LP,,
8568,1151,Cornerstone Propane Partners LLP,3,Entity,,,,,1024338,CORNERSTONE PROPANE PARTNERS LP,,
8571,1152,"i2 Technologies, Inc.",3,Entity,,,,,1009304,I2 TECHNOLOGIES INC,,
8574,1201,"Computer Associates International, Inc.",3,Entity,,,,,356028,"CA, INC.",,
8576,1202,Peregrine Systems Inc,3,Entity,,,,,1031107,PEREGRINE SYSTEMS INC,,
8579,1203,Royal Ahold,3,Entity,,,,,869425,Royal Ahold Delhaize,,
8580,1203,"U.S. Foodservice, Inc.",3,Entity,,,,,928395,US FOODSERVICE/MD/,,
8583,1204,"Buca, Inc.",3,Entity,,,,,1046501,BUCA INC /MN,,
8586,1205,"Buca, Inc.",3,Entity,,,,,1046501,BUCA INC /MN,,
8588,1206,AmeriPrime Advisors Trust,3,Entity,,,,,1092949,AMERIPRIME ADVISORS TRUST,,
8596,1208,HealthSouth Corp.,3,Entity,,,,,785161,Encompass Health Corp,,
8600,1211,"Netopia, Inc.",3,Entity,,,,,1012482,NETOPIA INC,,
8602,1212,"Gemstar-TV Guide International, Inc.",3,Entity,,,,,923282,GEMSTAR TV GUIDE INTERNATIONAL INC,,
8605,1213,"Gemstar-TV Guide International, Inc.",3,Entity,,,,,923282,GEMSTAR TV GUIDE INTERNATIONAL INC,,
8608,1214,"Exotics.com, Inc.",3,Entity,,,,,1104220,EXOTICS COM INC,,
8611,1215,"Exotics.com, Inc.",3,Entity,,,,,1104220,EXOTICS COM INC,,
8614,1216,"MCSi, Inc.",3,Entity,,,,,1023519,MCSI INC,,
8621,1217,AmeriPrime Advisors Trust,3,Entity,,,,,1092949,AMERIPRIME ADVISORS TRUST,,
8622,1217,AmeriPrime Funds,3,Entity,,,,,1000579,AMERIPRIME FUNDS,,
8626,1218,"MCSi, Inc.",3,Entity,,,,,1023519,MCSI INC,,
8635,1371,Performance Food Group Co,3,Entity,,,,,908254,PERFORMANCE FOOD GROUP CO,,
8641,1370,Nortel Networks Corp,3,Entity,,,,,72911,NORTEL NETWORKS CORP,,
8646,1244,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
8647,1244,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
8648,1244,Enron North America Corp,3,Entity,,,,,1043166,ENRON NORTH AMERICA CORP,,
8650,1243,I2 Technologies Inc,3,Entity,,,,,1009304,I2 TECHNOLOGIES INC,,
8659,1242,Starmedia Network Inc,3,Entity,,,,,1057334,STARMEDIA NETWORK INC,,
8663,1241,Just For Feet Inc,3,Entity,,,,,918111,JUST FOR FEET INC,,
8669,1239,Netopia Inc,3,Entity,,,,,1012482,NETOPIA INC,,
8671,1238,Tenet Healthcare Corp,3,Entity,,,,,70318,TENET HEALTHCARE CORP,,
8676,1237,Tenet Healthcare Corp,3,Entity,,,,,70318,TENET HEALTHCARE CORP,,
8679,1236,Bio One Corp,3,Entity,,,,,1062431,BIO ONE CORP,,
8685,1234,Aremissoft Corp,3,Entity,,,,,1065152,AREMISSOFT CORP /DE/,,
8697,1233,Aremissoft Corp,3,Entity,,,,,1065152,AREMISSOFT CORP /DE/,,
8700,1232,Dollar General Corp,3,Entity,,,,,29534,DOLLAR GENERAL CORP,,
8702,1231,2dotrade Inc,3,Entity,,,,,1125225,2DOTRADE INC,,
8706,1230,Metlife Inc,3,Entity,,,,,1099219,METLIFE INC,,
8712,1228,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
8713,1228,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
8714,1228,Enron North America Corp,3,Entity,,,,,1043166,ENRON NORTH AMERICA CORP,,
8716,1227,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
8717,1227,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
8718,1227,Enron North America Corp,3,Entity,,,,,1043166,ENRON NORTH AMERICA CORP,,
8720,1226,Hayes Lemmerz International Inc,3,Entity,,,,,893670,HAYES LEMMERZ INTERNATIONAL INC,,
8722,1225,Hayes Lemmerz International Inc,3,Entity,,,,,893670,HAYES LEMMERZ INTERNATIONAL INC,,
8724,1224,Hayes Lemmerz International Inc,3,Entity,,,,,893670,HAYES LEMMERZ INTERNATIONAL INC,,
8731,1222,Lumenis Ltd,3,Entity,,,,,1004945,LUMENIS LTD,,
8738,1061,Just For Feet Inc,3,Entity,,,,,918111,JUST FOR FEET INC,,
8740,1060,Aurora Foods Inc,3,Entity,,,,,1060024,AURORA FOODS INC /DE/,,
8749,1059,Aurora Foods Inc,3,Entity,,,,,1060024,AURORA FOODS INC /DE/,,
8761,1058,Team Communications Group Inc,3,Entity,,,,,1035700,TEAM COMMUNICATIONS GROUP INC,,
8763,1057,Team Communications Group Inc,3,Entity,,,,,1035700,TEAM COMMUNICATIONS GROUP INC,,
8765,1056,Dollar General Corp,3,Entity,,,,,29534,DOLLAR GENERAL CORP,,
8774,1027,Take Two Interactive Software Inc,3,Entity,,,,,946581,TAKE TWO INTERACTIVE SOFTWARE INC,,
8777,1026,General Re Corp,3,Entity,,,,,317745,GENERAL RE CORP,,
8778,1026,American International Group Inc,3,Entity,,,,,5272,"AMERICAN INTERNATIONAL GROUP, INC.",,
8780,1025,Take Two Interactive Software Inc,3,Entity,,,,,946581,TAKE TWO INTERACTIVE SOFTWARE INC,,
8783,1023,W R Grace & Co,3,Entity,,,,,1045309,W R GRACE & CO,,
8799,1021,U S Wireless Corp,3,Entity,,,,,912083,U S WIRELESS CORP,,
8802,1020,U S Wireless Corp,3,Entity,,,,,912083,U S WIRELESS CORP,,
8805,1019,Liberate Technologies,3,Entity,,,,,1085776,LIBERATE TECHNOLOGIES,,
8808,1018,Fuquan Financial Co,3,Entity,,,,,819690,Fuquan Financial Co,,
8812,1017,Aaipharma Inc,3,Entity,,,,,1013243,AAIPHARMA INC,,
8814,1016,Akorn Inc,3,Entity,,,,,3116,AKORN INC,,
8823,1012,Ibp Inc,3,Entity,,,,,52477,IBP INC,,
8828,1011,Suprema Specialties Inc,3,Entity,,,,,872867,SUPREMA SPECIALTIES INC,,
8833,1010,Mci Inc,3,Entity,,,,,723527,MCI INC,,
8841,1008,I2 Technologies Inc,3,Entity,,,,,1009304,I2 TECHNOLOGIES INC,,
8842,1008,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
8843,1008,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
8855,1007,Roadhouse Grill Inc,3,Entity,,,,,1019376,ROADHOUSE GRILL INC,,
8858,3018,Aol Llc,3,Entity,,,,,883780,AOL LLC,,
8860,1006,Gerber Scientific Inc,3,Entity,,,,,41133,GERBER SCIENTIFIC INC,,
8861,3018,Bertelsmann Se & Co. Kgaa,3,Entity,,,,,1087051,Bertelsmann SE & Co. KGaA,,
8862,3018,Move Inc,3,Entity,,,,,1085770,MOVE INC,,
8863,3018,Pro After Inc,3,Entity,,,,,1087831,PRO AFTER INC,,
8872,1005,Gerber Scientific Inc,3,Entity,,,,,41133,GERBER SCIENTIFIC INC,,
8874,1064,"Warner Media, Llc",3,Entity,,,,,1105705,"WARNER MEDIA, LLC",,
8876,1064,Bertelsmann Se & Co. Kgaa,3,Entity,,,,,1087051,Bertelsmann SE & Co. KGaA,,
8878,1004,Qwest Communications International Inc,3,Entity,,,,,1037949,QWEST COMMUNICATIONS INTERNATIONAL INC,,
8886,1065,"Gold Rock Holdings, Inc.",3,Entity,,,,,894501,"GOLD ROCK HOLDINGS, INC.",,
8898,1067,Qwest Communications International Inc,3,Entity,,,,,1037949,QWEST COMMUNICATIONS INTERNATIONAL INC,,
8900,1003,Dt Industries Inc,3,Entity,,,,,918999,DT INDUSTRIES INC,,
8903,1068,Qwest Communications International Inc,3,Entity,,,,,1037949,QWEST COMMUNICATIONS INTERNATIONAL INC,,
8909,1001,Symbol Technologies Inc,3,Entity,,,,,278352,SYMBOL TECHNOLOGIES INC,,
8911,1000,Symbol Technologies Inc,3,Entity,,,,,278352,SYMBOL TECHNOLOGIES INC,,
8915,999,Encompass Health Corp,3,Entity,,,,,785161,Encompass Health Corp,,
8917,998,Mca Financial Corp /mi/,3,Entity,,,,,880935,MCA FINANCIAL CORP /MI/,,
8925,997,First American Health Concepts Inc,3,Entity,,,,,776997,FIRST AMERICAN HEALTH CONCEPTS INC,,
8929,996,First American Health Concepts Inc,3,Entity,,,,,776997,FIRST AMERICAN HEALTH CONCEPTS INC,,
8934,995,First American Health Concepts Inc,3,Entity,,,,,776997,FIRST AMERICAN HEALTH CONCEPTS INC,,
8938,994,Robotic Vision Systems Inc,3,Entity,,,,,225868,ROBOTIC VISION SYSTEMS INC,,
